term,term_lemma,difficulty_score
thermal ionization,thermal ionization,3.0
thermal lens effect,thermal lens effect,2.0
thermal motion,thermal motion,4.0
thermal neutron,thermal neutron,3.0
thermal noise,thermal noise,1.0
thermal radiation,thermal radiation,3.0
thermal resistance,thermal resistance,4.0
thermal shock,thermal shock,3.0
thermal stress,thermal stress,3.5
thermal transpiration,thermal transpiration,3.0
thermal treatment,thermal treatment,3.0
thermal velocity,thermal velocity,3.0
thermal vibration,thermal vibration,4.0
thermal wave,thermal wave,2.5
thermionic emission,thermionic emission,3.0
thermistor,thermistor,3.0
thermochromism,thermochromism,3.0
thermocouple,thermocouple,3.0
thermodynamic potential,thermodynamic potential,3.5
thermodynamic stability,thermodynamic stability,4.0
thermodynamics,thermodynamic,3.0
thermoelectric effect,thermoelectric effect,2.0
thermoelectric power,thermoelectric power,2.0
thermoelectromotive force,thermoelectromotive force,3.0
thermoelectron,thermoelectron,3.0
thermofield dynamics,thermofield dynamic,4.0
thermography,thermography,3.0
thermogravimetric analysis,thermogravimetric analysis,3.0
thermoluminescence,thermoluminescence,3.0
thermoluminescence dosimeter,thermoluminescence dosimeter,3.0
thermometer,thermometer,4.0
thermonuclear reaction,thermonuclear reaction,4.0
thermopile,thermopile,3.0
thermoplastic,thermoplastic,3.0
thermoremanent magnetization,thermoremanent magnetization,3.0
thermosetting,thermosetting,3.0
thermostat,thermostat,3.0
thermotropic liquid crystal,thermotropic liquid crystal,3.0
thick lens,thick len,1.0
thin film,thin film,1.75
thin lens,thin len,1.0
thin-film transistor,thin - film transistor,2.5
thought experiment,think experiment,2.25
three-phase,three - phase,3.0
threshold condition,threshold condition,3.5
threshold dose,threshold dose,4.0
threshold energy,threshold energy,4.0
throughput,throughput,3.0
thrust,thrust,3.0
thyratron,thyratron,3.0
thyristor,thyristor,3.0
tide,tide,3.0
tilt boundary,tilt boundary,3.0
timbre,timbre,3.0
time,time,2.5
time average,time average,2.25
time constant,time constant,3.25
time correlation function,time correlation function,3.6666666666666665
time resolution,time resolution,3.25
time reversal,time reversal,2.5
time reversal invariance,time reversal invariance,2.5
time series,time series,2.75
time-dependence,time - dependence,2.5
time-lag,time - lag,2.5
time-like,time - like,2.0833333333333335
time-of-flight method,time - of - flight method,1.875
titration,titration,3.0
tokamak,tokamak,3.0
tolerance,tolerance,3.0
ton,ton,4.0
tone,tone,3.5
top,top,2.0
toroidal magnetic field,toroidal magnetic field,3.0
torque,torque,3.0
torque magnetometer,torque magnetometer,3.0
torr,torr,3.0
torsion,torsion,3.0
torsion pendulum,torsion pendulum,5.0
torsional rigidity,torsional rigidity,3.0
torsional vibration,torsional vibration,4.0
total angular momentum,total angular momentum,4.5
total differential,total differential,3.0
total pressure,total pressure,2.5
total reflection,total reflection,3.0
total strain,total strain,3.25
total width,total width,3.5
toughness,toughness,5.0
tourmaline,tourmaline,3.0
trace,trace,3.5
tracer,tracer,3.0
track,track,3.0
trailing vortex,trail vortex,4.75
trajectory,trajectory,3.0
transducer,transducer,3.0
transfer function,transfer function,3.0
transfer integral method,transfer integral method,3.5
transfer matrix,transfer matrix,3.5
transferred momentum,transfer momentum,3.5
transformation,transformation,3.0
transformation group,transformation group,2.5
transformation theory,transformation theory,3.0
transformer,transformer,3.0
transient phenomenon,transient phenomenon,3.5
transient response,transient response,3.0
transistor,transistor,4.0
transit,transit,5.0
transit time,transit time,3.75
transition,transition,4.0
transition amplitude,transition amplitude,4.0
transition element,transition element,3.5
transition energy,transition energy,4.0
transition frequency,transition frequency,3.5
transition matrix,transition matrix,4.0
transition metal,transition metal,3.0
transition moment,transition moment,2.5
transition point,transition point,2.75
transition probability,transition probability,3.5
transition radiation,transition radiation,3.5
transition state,transition state,3.6666666666666665
transition temperature,transition temperature,3.0
transitional region,transitional region,3.0
translation,translation,4.0
translational motion,translational motion,4.0
translational order,translational order,1.5
translational symmetry,translational symmetry,3.0
transmission,transmission,4.0
transmission coefficient,transmission coefficient,4.0
transmission electron diffraction,transmission electron diffraction,3.5
transmission electron microscope,transmission electron microscope,3.6666666666666665
transmission grating,transmission grating,4.0
transmission line,transmission line,3.25
transmission loss,transmission loss,3.5
transmissivity,transmissivity,3.0
transmittance,transmittance,3.0
transmitted wave,transmit wave,3.25
transmitter,transmitter,6.0
transonic,transonic,3.0
transport coefficient,transport coefficient,3.5
transport cross section,transport cross section,2.1666666666666665
transport equation,transport equation,3.75
transport phenomenon,transport phenomenon,3.25
transverse,transverse,3.0
transverse mode,transverse mode,3.0
transverse momentum,transverse momentum,3.0
transverse polarization,transverse polarization,3.0
transverse relaxation,transverse relaxation,4.0
transverse wave,transverse wave,2.5
trap,trap,2.0
trapezoidal rule,trapezoidal rule,2.5
trapped particle,trap particle,3.0
travelling-wave,travel - wave,2.0
triangle anomaly,triangle anomaly,4.0
triboelectricity,triboelectricity,3.0
tribology,tribology,3.0
triboluminescence,triboluminescence,3.0
tricritical point,tricritical point,1.5
triggered discharge,trigger discharge,3.5
triode,triode,3.0
triple bond,triple bond,3.0
triple point,triple point,1.5
triplet,triplet,3.0
triplet state,triplet state,3.333333333333333
tritium,tritium,3.0
triton,triton,3.0
trough,trough,3.0
tunable laser,tunable laser,4.0
tuning,tune,3.5
tuning fork,tune fork,2.75
tunnel diode,tunnel diode,4.0
tunnel effect,tunnel effect,3.0
tunnel junction,tunnel junction,4.0
turbidity,turbidity,3.0
turbulence,turbulence,3.0
turbulent,turbulent,4.0
turbulent diffusion,turbulent diffusion,4.0
turbulent flow,turbulent flow,3.5
turbulent plasma,turbulent plasma,4.0
twin,twin,3.0
twin boundary,twin boundary,3.0
twin structure,twin structure,2.5
twist boundary,twist boundary,3.0
two-dimensional lattice,two - dimensional lattice,1.0
two-dimensional system,two - dimensional system,1.5
two-photon absorption,two - photon absorption,1.0
ultimate pressure,ultimate pressure,3.0
ultra-high vacuum,ultra - high vacuum,1.5
ultra-low temperature,ultra - low temperature,2.0
ultramicroscope,ultramicroscope,3.0
ultrashort wave,ultrashort wave,2.5
ultrasonic,ultrasonic,3.0
ultrasonic absorption,ultrasonic absorption,3.0
ultrasonic attenuation,ultrasonic attenuation,3.0
ultrasonic cleaning,ultrasonic cleaning,3.0
ultrasonic relaxation,ultrasonic relaxation,4.0
ultrasonic wave,ultrasonic wave,2.5
ultraviolet detector,ultraviolet detector,3.0
ultraviolet divergence,ultraviolet divergence,5.0
ultraviolet laser,ultraviolet laser,4.0
ultraviolet light source,ultraviolet light source,1.8333333333333335
ultraviolet photoelectron spectroscopy,ultraviolet photoelectron spectroscopy,3.0
ultraviolet radiation,ultraviolet radiation,3.0
ultraviolet rays,ultraviolet ray,2.0
ultraviolet spectrum,ultraviolet spectrum,3.0
uncertainty principle,uncertainty principle,3.0
uncertainty relation,uncertainty relation,3.0
underwater acoustics,underwater acoustic,4.0
undulator,undulator,3.0
unified field theory,unify field theory,2.3333333333333335
uniform flow,uniform flow,2.5
uniformly accelerated motion,uniformly accelerate motion,4.0
unit,unit,2.0
unit cell,unit cell,2.5
unit vector,unit vector,2.0
unitarity,unitarity,3.0
unitarity limit,unitarity limit,3.0
unitary equivalent,unitary equivalent,3.0
unitary group,unitary group,2.0
unitary operator,unitary operator,4.0
unitary transformation,unitary transformation,3.0
united atom,united atom,3.0
universal constant,universal constant,4.0
universality,universality,3.0
universe,universe,3.0
unnatural parity,unnatural parity,4.0
unpaired electron,unpaired electron,3.0
unstable,unstable,3.0
unstable state,unstable state,3.333333333333333
upper bound,upper bind,3.5
upper hybrid resonance,upper hybrid resonance,3.5
uranium enrichment,uranium enrichment,3.0
vacancy,vacancy,3.0
vacancy diffusion,vacancy diffusion,3.0
vacuum,vacuum,3.0
vacuum arc,vacuum arc,3.0
vacuum discharge,vacuum discharge,4.0
vacuum expectation value,vacuum expectation value,3.5
vacuum gauge,vacuum gauge,3.0
vacuum level,vacuum level,3.0
vacuum polarization,vacuum polarization,3.0
vacuum pump,vacuum pump,3.0
vacuum tube,vacuum tube,1.0
vacuum ultraviolet,vacuum ultraviolet,3.0
vacuum valve,vacuum valve,3.0
valence,valence,3.0
valence band,valence band,1.0
valence electron,valence electron,3.0
valence fluctuation,valence fluctuation,6.0
valence quark,valence quark,3.0
valence state,valence state,3.333333333333333
valley,valley,2.0
van Hove singularity,van hove singularity,3.0
van der Waals force,van der waal force,3.0
van der Waals molecules,van der waal molecule,3.0
vapor,vapor,3.0
vapor phase growth,vapor phase growth,4.0
vapor pressure,vapor pressure,2.0
vaporization,vaporization,3.0
varactor,varactor,3.0
variable capacitor,variable capacitor,3.0
variable range hopping,variable range hop,3.0
variational method,variational method,2.0
variational principle,variational principle,3.0
vector,vector,3.0
vector analysis,vector analysis,3.0
vector current,vector current,3.0
vector field,vector field,1.0
vector meson,vector meson,3.0
vector model,vector model,2.6666666666666665
vector potential,vector potential,3.5
vector product,vector product,2.0
vector space,vector space,2.0
velocity,velocity,3.0
velocity distribution function,velocity distribution function,2.75
velocity potential,velocity potential,3.5
verification,verification,3.0
vertex,vertex,3.0
vertical line,vertical line,3.75
very low temperature,very low temperature,2.1666666666666665
vibration,vibration,4.0
vibration meter,vibration meter,4.0
vibration spectrum,vibration spectrum,4.0
vibrational constant,vibrational constant,4.0
vibrational excitation,vibrational excitation,3.0
vibrational mode,vibrational mode,3.0
vibrational quantum number,vibrational quantum number,1.0
vibrational relaxation,vibrational relaxation,4.0
vibrational state,vibrational state,3.333333333333333
vibrational temperature,vibrational temperature,2.0
vibrational transition,vibrational transition,4.0
vibrometer,vibrometer,3.0
vibronic interaction,vibronic interaction,3.0
vibronic state,vibronic state,3.333333333333333
vierbein,vierbein,3.0
virial,virial,3.0
virtual bound state,virtual bind state,3.444444444444444
virtual cathode,virtual cathode,3.0
virtual image,virtual image,2.5
virtual mass,virtual mass,3.25
virtual photon,virtual photon,3.0
virtual source,virtual source,2.5
virtual state,virtual state,3.1666666666666665
virtual transition,virtual transition,3.5
virtual work,virtual work,2.0
viscoelastic fluid,viscoelastic fluid,4.0
viscoelasticity,viscoelasticity,3.0
viscometer,viscometer,3.0
viscosity,viscosity,3.0
viscous drag,viscous drag,3.0
viscous flow,viscous flow,3.0
viscous fluid,viscous fluid,4.0
visibility,visibility,3.0
visible laser,visible laser,3.5
visible light,visible light,2.3333333333333335
visible spectrum,visible spectrum,3.0
visual field,visual field,2.0
visualization,visualization,3.0
void,void,3.0
volt,volt,3.0
volt-ampere,volt - ampere,3.0
voltage,voltage,3.0
voltage divider,voltage divider,3.0
voltage drop,voltage drop,1.5
voltage source,voltage source,2.0
voltammetry,voltammetry,3.0
voltmeter,voltmeter,3.0
volume,volume,3.0
volume density,volume density,3.0
volume hologram,volume hologram,3.0
volume relaxation,volume relaxation,3.5
volume resistivity,volume resistivity,3.0
volume velocity,volume velocity,3.0
volumetric analysis,volumetric analysis,3.0
vortex,vortex,6.0
vortex filament,vortex filament,6.0
vortex line,vortex line,4.25
vortex motion,vortex motion,5.0
vortex pair,vortex pair,3.5
vortex ring,vortex ring,3.75
vortex sheet,vortex sheet,4.5
vortex street,vortex street,3.5
vortex tube,vortex tube,3.5
vorticity,vorticity,3.0
wake,wake,2.0
wake potential,wake potential,2.75
water load,water load,2.75
water vapor,water vapor,2.5
water wave,water wave,2.5
watt,watt,3.0
wave,wave,2.5
wave aberration,wave aberration,4.25
wave absorber,wave absorber,2.5
wave equation,wave equation,3.25
wave front,wave front,2.0
wave function,wave function,2.5
wave guide,wave guide,2.75
